city,country,latitude,longitude,guid
Ouani,Comoros,-12.1349328,44.4252603,2294682b-94c2-404e-8a56-a44b0e65a02e
Kostyantynivka,Ukraine,48.5239429,37.7075811,af02dd6d-6a46-43a7-a8bf-c0a63c58f802
Buenavista,Philippines,8.972681,125.408732,46d4ba3a-52ce-4abd-b0c2-ddf49e5d15c1
Sobinka,Russia,56.036667,39.9203466,a2149711-a50c-4cad-8a78-781695ea3436
Karangnongko,Indonesia,-7.6589782,110.5394227,d0f556c8-4783-4017-963b-4eb2529d0dc4
Kufayrit,Palestinian Territory,32.4438,35.20184,c90a79a5-f10c-438c-8dff-1fd3aafcb855
Yuxi,China,24.347324,102.527197,3b42f57c-e475-467f-9b60-51b29231766d
Kashin,Russia,57.3529283,37.5917237,f0416fc4-ee26-4924-9b14-f5f6f6ddc389
Haghartsin,Armenia,40.8016728,44.891109,667e9e5d-172c-4ff8-bbc4-51e973b5f249
Leles,Indonesia,-7.1056569,107.9005972,7e77101c-c9b3-4591-b61c-662b52c81458
Port Erin,Isle of Man,54.0852394,-4.7544671,5d9c1cf2-673c-44c4-8ab8-6113562687ff
Besah,Indonesia,-7.1387719,111.639243,93ff514b-186e-454c-b044-65c170cc8963
Banes,Cuba,20.9570351,-75.7197039,30629a18-27ba-4884-a2a7-4725b7eb2d17
Anyuan,China,27.615202,113.870729,a0d21df0-e542-4fee-8b7e-34c8e294f846
Bolhrad,Ukraine,45.6838431,28.6143107,ae0a41a9-6a45-4b23-b105-8c1eb1c59673
Banggel,Indonesia,-8.0060188,111.4207572,737049eb-0e0e-4477-bd6c-b6733a50b462
Bonpland,Argentina,-34.7319408,-58.611532,1f0b6933-8ff8-4f76-a1fc-c763dfe2858f
Buenos Aires,Mexico,19.4052965,-99.1504583,2f549a67-a498-451d-9c04-63bea1f815e8
Medellin,Philippines,11.0871586,123.9861013,0794471b-dc99-49f9-8291-67a6f782986d
Tembang,Indonesia,0.8231171,112.5662284,5a48f86b-84dc-403f-84c9-4a46d7147a37
Villa Nueva,Argentina,-31.4505323,-64.1847851,68ed5f18-da8f-4812-892c-7020834a476c
Giporlos,Philippines,11.111972,125.500634,21731500-eeac-43ac-92c8-1454f8001186
Xinjie,China,39.959701,116.371308,529904c5-bbe0-42b4-9404-bf48251177d8
San Antonio,United States,29.385634,-98.5254159,b2b0d81c-6371-4246-97b6-58a30c41782a
Santa Rita,Venezuela,10.2043929,-67.5648932,f49096bb-3c9d-498c-83e3-50f430db0f9f
Juan L. Lacaze,Uruguay,-34.421323,-57.4485845,42363092-0d0e-44dc-8e29-332bd883d146
Laholm,Sweden,56.504578,13.0422348,13df7e26-8afe-4a08-b8c9-06c878c7dc0f
Grenoble,France,45.1903117,5.7286053,48cf2d2b-5a7f-4f8a-b215-9edd86a7595c
Paojan,Indonesia,-6.9559495,107.5099087,ec30ef88-b2cc-46ea-b3ee-e5114f8896bb
Sibanicú,Cuba,21.238501,-77.5246795,428510c3-5d97-4a2c-99d7-2ba0b0704c97
Onguday,Russia,50.75425,86.13414,34dc1a95-4fad-43cd-ad11-c21baf01307a
Hanam,South Korea,37.5392646,127.2148919,668a71cd-d487-403a-969b-70e60ddfe9e2
Lowayu,Indonesia,-6.9689802,112.4261662,ee5f61ed-9650-431b-a277-3b428a0d33a5
Chengmen,China,25.991991,119.368971,0f2b9819-a8ae-4147-a362-242df5a57a6c
Černá Hora,Czech Republic,49.4136066,16.5814019,2ddc2b59-a9dd-4057-b4fd-41cb414f4187
Jiudu,China,28.824583,104.641931,779b4d2f-7152-4b0f-a83a-b6e0bdac95d5
Gaotai,China,39.377733,99.819316,fb9a3014-3425-4d6d-9578-071a30fe057b
Baranoa,Colombia,10.796589,-74.915036,1c3953c6-6a1b-4451-8e3a-69bbf60f7b16
Andong,South Korea,36.5683543,128.729357,c2a5aee1-44cf-40f0-a6db-e3778a1d9a77
Néa Kíos,Greece,37.5874845,22.7447696,a29b398b-f0c5-481b-8d54-15f6564d885c
San Miguel,Philippines,8.955271,126.009711,6802208d-d620-4a56-a7ba-49ecfb19421a
Fuling,China,29.703113,107.389298,d14066aa-8cb5-4fa4-81c9-9684b53eea7a
Lameira,Portugal,41.7811503,-8.6240851,4784e0f9-d69d-4dcf-8d5e-e8d724711839
Panjiawan,China,27.378875,103.534774,08f9d031-978e-429f-9967-75caf8f67ee5
Lyalichi,Russia,44.0766295,132.3885311,57a32449-469c-434e-880e-5ab31b63c93d
Scottsdale,United States,33.47,-111.92,8eea3fae-7663-45b5-9c97-46b59bfd210d
Kumo,Nigeria,10.04208,11.21814,16329789-059e-407a-ace3-1d483691bb75
Corozal,Colombia,9.1375974,-75.2128996,1b807cda-736a-48f8-90cd-bf0d60753f8e
Xiangtang,China,28.430921,115.969683,400ededc-19ca-4b8c-8a0d-35cbb95033bf
Pruzhany,Belarus,52.5557638,24.4554644,5358010b-9366-4e49-be9f-edb8d1fa452f
Tangxi,China,23.759956,116.157387,52c31f39-fbf4-4bde-a4a1-20bd06020d7c
Monastyrishche,Russia,44.1947831,132.518626,247c2534-3ebd-4d78-b916-f693b82d106d
Futian,China,22.521523,114.055023,17675874-a7ac-4182-a93f-42326ab6dd85
Abrantes,Portugal,39.4621054,-8.1986484,965711e0-1501-404f-972c-9d85926c3d5d
Guinobatan,Philippines,13.1870951,123.6222777,370c5c75-3c78-4d69-916f-0ebc49072a8c
Kaskinen,Finland,62.3822834,21.2277852,8de214d4-f62e-4d7c-8079-af73efb6e98f
Capalayan,Philippines,9.7441,125.535149,8e67065d-5832-4470-aebc-c9b84fe29547
Qianying,China,39.704676,122.955872,0e9a8090-5bb1-4c2c-8b95-189e8399c515
Xiangfu,China,34.756916,114.441285,8723611c-70b3-422f-9a1f-8df02f4eef1f
Jagabaya Dua,Indonesia,-5.4008202,105.2677562,5c01340b-c1a6-412f-9357-ff65b44e318b
Catanauan,Philippines,13.5987473,122.2344876,7e8f427f-0622-4975-aa7a-ec22f2434baa
Taraju,Indonesia,-7.4399956,107.9887402,2002b58b-7d85-482f-9a67-02f16420ef74
Baizhifang,China,30.385605,116.96943,80327edd-e604-4bd3-bc81-bccbce3972cf
Mitú,Colombia,1.256633,-70.2359058,89bee646-c6dc-49d1-904b-3332a933c4b3
Manolo Fortich,Philippines,8.3793172,124.8830509,c933b4bb-39ff-48da-be52-385f757166eb
Avellaneda,Argentina,-37.9973752,-57.5825246,17033ba7-4417-48c2-9c90-b2ffd07e5df7
Longping,China,27.5566857,107.0336505,bbe06257-1753-4f88-bf20-b8085caad4d0
Charlotte,United States,35.2219554,-80.8328724,2c1bb634-7790-4dc8-b983-45101360576b
Muarapinang,Indonesia,-3.8246952,103.1048449,1544288d-6672-47c8-9412-07f0e1b97df5
Orlando,United States,28.54,-81.38,08481f29-5e49-4b85-8128-53f4f0fa10cd
Jiaocun,China,28.228271,104.565145,f7d408ea-9ad6-420a-98f5-730f4b5bb800
El Paso,United States,31.77,-106.43,0af209d7-c895-4084-9936-ea05359db1db
Mufushan,China,23.021478,113.121435,bbb64a53-f587-472c-b0e8-747d06a7b4db
Calais,France,50.483457,3.003076,60b812f0-b54a-4fba-bb3f-c78a39c51e4b
Jiagao,China,23.9827596,97.8739419,55d18c2f-e6f1-40bc-b31a-9d8a34964054
Baiima,Sierra Leone,8.1087597,-11.8478324,5f434ce3-8755-4e6e-a8d8-cf4924dad4a3
Padangpanjang,Indonesia,-0.4660955,100.3984148,780d2ecb-af06-4b41-a62f-eb0b347d992a
Fuliang,China,29.703113,107.389298,facb2a53-3239-40a1-b4ae-554d0fb58e7c
Västervik,Sweden,57.759167,16.6236443,47c3e9c5-067c-49eb-855e-04598966c27f
Babatngon,Philippines,11.4145346,124.8469591,95b87dad-92a4-4135-a9ea-8d9fc431104f
Schirmeck,France,48.4990903,7.3118635,2a10614d-bad0-4ba5-8ef6-4c2d2e20812b
Sharjah,United Arab Emirates,25.3462553,55.4209317,34824baa-52ba-4909-9f5d-2ce55a36dda7
Kampungdesa,Indonesia,3.205886,101.5957199,1a5e328c-f28e-4562-92ea-7fb6d8569693
Rydułtowy,Poland,50.063355,18.4336557,bf1891bb-f27d-4bff-9436-cb09a1c5d1c3
Yirga ‘Alem,Ethiopia,6.7468164,38.4139922,83560a04-9aaa-478e-a026-a48e53bbed23
Nyapar,Indonesia,-6.9122585,113.8257538,f40f287b-4895-4394-833c-af21ef344fd2
Bei’an,China,48.239135,126.481867,2c599ffc-71a7-410c-996b-21bf0412005f
Bābolsar,Iran,36.7048972,52.6546785,30aa4491-ed9f-46df-adec-1f998fd9daba
Icó,Brazil,-6.4026236,-38.8591633,af2cf3c0-e435-45b2-a2d5-ead619933d56
Baojia,China,34.363184,107.237743,070c524c-9509-4f3d-ad0b-ded00b785c1c
Anahuac,Mexico,22.200895,-97.8531153,189f60c2-3375-42e7-bd7c-c701519b9b1b
Santa Rita,Brazil,-7.135868,-34.9662353,f79f2a63-c5f1-4014-8fd6-f3f351d7747e
Runka,Nigeria,12.4525749,7.3071075,bb9375c6-e7d4-4319-b692-0c178456498e
Zahvizdya,Ukraine,48.9240653,24.6653537,64441d18-5ccb-48a5-a43e-366166ffda9a
Sanying,China,22.4537995,112.9340394,30f37e6f-8ff0-4a3e-a02e-5b81b97e96d5
Glória do Goitá,Brazil,-7.9995755,-35.2947008,45525a6f-638b-408a-bb78-f31f231e5a8b
Calumpang,Philippines,14.6527027,121.0271174,52cf924c-0837-41cc-a6b6-5bc153f9b749
Nagutskoye,Russia,44.4412922,42.8839636,530e8a3e-2227-4814-9fea-75bf99678cab
Rio Formoso,Brazil,-8.6836833,-35.2807624,37fa8d43-6de5-47f6-b499-c82accc405f5
Jdaidet el Matn,Lebanon,33.8918998,35.5630426,fdbf26eb-64fd-4dda-bb68-b58d46ef34ea
Zhexiao,China,32.515255,95.735762,f388e215-448c-4aeb-85f9-ef9c05f49471
Soio,Angola,-6.1410265,12.3521148,598381f6-5561-4403-b220-0a3cdd1a0990
Serikbuya,China,39.302799,77.823975,ff4b13a6-dd52-4583-adee-b4ad7cca87f7
Bandhagen,Sweden,59.2695504,18.0574637,b4b0c79b-a0f3-4641-97dd-5700d6b993d2
Licupis,Peru,-6.4240524,-79.242648,10a37ab6-7ff8-43ef-b51e-bb3a46530f6e
Rantau,Indonesia,-2.937572,115.143997,8358d03d-0636-4b92-868a-7af9dcb342e7
Logung,Indonesia,-6.8272662,111.2874835,c6e485bc-bbe4-4284-9838-dccc095a1a3d
Ea T’ling,Vietnam,12.5854531,107.8880075,92c43a62-ca66-42ee-946f-55b1b8ea36a1
Conqueiros,Portugal,39.8385153,-8.8190392,318ad859-fd2a-49e2-b4a1-4e2516d7345f
Marcabamba,Peru,-15.1471649,-73.3406579,f5496390-aacb-43cc-b198-5f4cddab0226
Lunenburg,Canada,44.38345,-64.31545,d406bc1b-5152-4176-9e85-463173f7b4fd
Lingyuan,China,41.245445,119.4015739,abf5d9e6-ed8a-4b4a-9287-309badeff8c1
Stockholm,Sweden,59.9715263,18.6031762,6acb7bce-c094-41fb-b0e3-046bd3fd50b9
Sapouy,Burkina Faso,11.5478704,-1.768487,8a8dfe04-684e-4715-8961-326ffe71bc02
Doksy,Czech Republic,50.5658445,14.6542767,adf10390-1223-4fd8-9563-ba6288f90d99
Kašperské Hory,Czech Republic,49.1429001,13.5561642,a1d2dfcb-d0ed-4a0f-b99b-6499bc865a52
Kukuluk,Indonesia,-6.562,105.9917,28bae148-e9c9-4bee-bbef-ee664ddbea0b
Shuanggang,China,39.042852,117.318781,9166f143-158b-4755-8041-37a24e4c365b
Sabtang,Philippines,14.342711,121.0656962,708ab6cb-5a49-4a92-ae00-d01db35de525
Moñitos,Colombia,9.1749262,-76.1435915,8705212f-7c7e-43a8-abe2-e7a3c1f1a97f
‘Ābūd,Palestinian Territory,32.016539,35.068807,cfdefff7-0823-4ee6-9b4e-36d0fa670f1d
Zhuangbu,China,25.69498,115.601076,d77d1076-03f4-43d3-9863-6ea78a9081b7
Tashi,China,20.003532,110.513149,e0fd51cf-559a-4402-ae1d-620799ba6f61
Brijest,Croatia,45.5206082,18.6747675,88aa649b-ea6d-44fd-af02-a96c0fa2c664
Quận Phú Nhuận,Vietnam,10.7991944,106.6802639,b582445f-3821-417c-8f81-20f0908c9072
Malitbog,Philippines,11.1946369,122.5270677,f468e87a-4f7a-4317-a62f-c45aef9dff6f
Lainqu,China,31.511818,93.517216,11289c90-0035-40ba-8483-8da953f56148
Doushaguan,China,28.0367067,104.121341,75aa1c94-0bd3-4fd1-9aeb-116d541b191b
Usman’,Russia,52.0391192,39.7408362,c7b2ea10-dac9-44d6-9394-989bdd5d26b3
Tiecun,China,29.229569,107.186194,1447dce7-d8dc-4173-b004-ec63d0c7721a
Paso de Indios,Argentina,-42.7556675,-65.0598718,fde0172a-e5e8-4e60-a519-9af45c09067f
Gaspra,Ukraine,44.4353271,34.1121629,1fbd0157-ea16-4c22-83dc-3edd8b37efa4
Zhaoxian,China,37.75643,114.776185,57d0f197-3f76-4057-bf19-7fc006f42137
Pawonków,Poland,50.6906104,18.5510673,cdfa6cfc-012a-492f-8af9-043a5a1a1759
Nanling,China,30.914922,118.334359,dde152e9-6e14-4af8-b3bd-2f326d479ad8
Březová nad Svitavou,Czech Republic,49.6542555,16.5117461,6b5f3706-f4f6-4329-a8f2-5a88e4591463
Annacotty,Ireland,52.6681994,-8.5369154,906126cd-aec7-4bcb-a51b-8653aba11a6a
Kariya,Japan,37.841046,140.5203882,3b3103fb-3751-4f03-b43d-dd57ae99e59a
Yamagata-shi,Japan,38.2342865,140.3509794,b13b521f-84bf-4bba-8b9e-41e206f8d812
Rambatan,Indonesia,-3.129696,104.204716,d7067488-c052-4a03-8525-8e1fa4940e69
Yedogon,Russia,40.6108358,43.1000425,b6653bf7-923c-4c9f-85ab-9940bebcf8e4
Shuiyuesi,China,38.3179046,116.8578425,621a2b70-561b-45f6-8ae7-f7f12ca99bd7
Al Ḩāmūl,Egypt,31.4292388,31.1252135,88271275-1507-4894-9b3f-f33915dc2efb
Le Tampon,Reunion,-21.2814327,55.5229203,74df312f-3cf3-481b-8f15-5a60ba90149a
Ichupampa,Peru,-15.6500913,-71.6869874,b567d7de-06e1-4f3c-9f2e-74a54f4bf517
Batan,Philippines,14.5939732,121.0228043,9ca11605-4aa4-4e64-bb55-07bcfb27b82a
Gränna,Sweden,58.0250234,14.4700948,21ff4f1a-2d1c-4bb1-b74c-2177d40c85e3
Tampa,United States,27.9943858,-82.459481,8c71af29-7304-4d0c-8159-27692ea27ebd
Limoges,France,45.521519,3.5276642,00b6251f-773c-4df9-8fee-edc355c46fbb
Baumata,Indonesia,-10.2043297,123.6819029,942fae5b-6c22-4dec-a5f7-ec2ae9545154
Tuusula,Finland,60.4609132,25.0250415,608c91d6-8463-434f-a839-fa66e98cf5af
Mount Pearl,Canada,47.5206407,-52.8076818,98a2892f-a195-491f-bd66-73b66c169c9a
Aldeia,Portugal,41.8415239,-8.8186886,35eee4b9-8aa6-4619-8dfb-c99503ca0298
Famaillá,Argentina,-34.5903044,-58.4985279,fedaf75b-c4d7-46a9-9a1a-1af05524ab11
Tabio,Philippines,16.8564272,120.7963702,414752c4-d1b4-49b0-a83c-ca73a1e55da7
Primorsko-Akhtarsk,Russia,45.674028,38.856404,113cdb0a-f2e0-4e9f-a25b-715eb259d69a
Xinzhan,China,31.8948117,117.3279441,ade19729-b8e6-4279-b5e4-4c8a10be82ab
Tampocon,Philippines,9.8566537,123.1426191,c62c38df-5fda-43bf-a49c-3820fbef2413
Muroto-misakicho,Japan,33.2680092,134.1641616,410ea5eb-2d9b-4177-8279-7461742df09c
Wanganui,New Zealand,-40.0642898,175.3488701,8bdedd3b-2ad0-427e-b83a-34e2c011aa89
Azua,Dominican Republic,18.4445307,-69.9316834,df7f1fa0-4b8c-472c-b714-90b6ce6a89e3
Kunjāh,Pakistan,32.5741487,73.8854331,17cdb290-e2bc-4262-aed4-35151974ec59
Laranjal Paulista,Brazil,-23.0510503,-47.838004,46cac313-ec38-4082-8ad6-1f0d46120f0f
Piedrancha,Colombia,1.140872,-77.8645669,ec2b24b8-02db-451e-aab3-9b80ab2e8c87
Guyangan,Indonesia,-7.5849174,111.8784707,2ec2bc9b-3cf2-4b39-98fa-14dac1f1a822
Shiree,Mongolia,45.85,103.4,cf104101-f02c-42a2-ba13-016630fcf643
A Yun Pa,Vietnam,13.3743393,108.3989809,f80e61f1-2d85-44c4-86e5-eec78340a1c0
Teno,Chile,-34.8702993,-71.1664033,cdc0d913-a635-466e-9a78-404a003a400a
Tartaro,Philippines,14.53348,121.023574,4c941b6a-1682-4e11-aac4-bd4f661d04e1
Were Īlu,Ethiopia,10.5914216,39.4372601,c4774b9e-d7a1-455d-a7a6-80b142d2f510
Kaduna,Nigeria,10.5104642,7.4165053,d57663b4-8cca-4ffc-9069-121f6b9749f6
Gamovo,Russia,57.8745672,56.0925161,1943477b-b72e-4c00-8af1-13abc0049601
Embarcación,Argentina,-41.1254857,-71.2485941,90fa92d9-9b66-4ebd-a6d4-f070a6f64c38
North Cowichan,Canada,48.8428574,-123.7044012,0c382ef1-ecd3-4b9c-83be-ee0a57d1c840
Jeremi,Haiti,18.6389698,-74.1181234,8e4b329c-c7b4-4b32-b036-b9594ddcef57
Pinhal Novo,Portugal,38.6382751,-8.9095861,fd72e3a3-a8af-4805-86b7-74245ba1c715
Liutangting,China,27.36017,111.581975,cf858b25-286e-43e2-bf7b-041d1211c1c7
Rassvet,Russia,55.823907,37.518127,080f6ea3-0560-4728-9010-81d7b1a9906c
Torez,Ukraine,48.0201627,38.6545257,9ca8eac8-e9d1-4ed7-8eec-73ea37025924
Tabia,Morocco,32.0302286,-6.7969224,e78e2390-38c9-442f-8920-620a565db2dd
Albany,United States,42.65,-73.76,523202b0-9764-4ac6-8242-7922a2481d52
Krasiczyn,Poland,49.7762204,22.6525426,c79ca445-3079-4fb9-92f0-c7744157789f
Uyutne,Ukraine,45.1973827,33.2979082,7c5d25fb-be32-4ea4-944e-414b19c93555
Nan’an,China,24.960385,118.386279,5f0db93a-274c-44d0-946b-6e5a449b43c2
Kubangkondanglapangan,Indonesia,-6.4154,105.9121,bb6ca4cd-b04a-484a-a372-0f926c7a8791
Bweyogerere,Uganda,0.3353678,32.6673018,0f34a324-bbe8-4cf1-83a1-18864a42c743
Morada Nova,Brazil,-5.0662102,-38.3587174,ecf3d6dd-e405-4960-a1f9-7431902552cb
Pietermaritzburg,South Africa,-29.5482451,30.4048541,8ed2fa06-d8b8-42c8-ae33-5d7224125de3
Toyooka,Japan,38.9951183,139.9228567,acff777a-4b18-4694-b7cf-ed83e6293a56
Liulin,China,37.429832,110.88907,8256a8d9-6d82-4faf-b2a0-0968e10ca4f9
Miðvágur,Faroe Islands,62.0096447,-6.7716551,7eb3581e-64d0-4381-813f-c8c2f5389010
Jardim do Seridó,Brazil,-6.5843262,-36.7731681,a9a1c485-91a9-4c81-b21f-cb0ab8b3b6dd
Litvínovice,Czech Republic,48.9620719,14.4514592,a404b0a8-67f5-46f5-aad4-11fe29751ec6
Erdao,China,43.865595,125.374217,14de0f23-f570-46b0-9f34-f8bc57be9ad0
Oslo,Norway,59.9287227,10.883269,77024943-26cd-4316-a852-789e2a4a70dd
Wojnicz,Poland,49.9579835,20.8378422,a18fa218-f57a-4b60-b35c-a611a74a0e0d
Zhuhu,China,22.270978,113.576677,d54b1548-886d-447e-86d7-5ce92d4346ae
San Antonio,Mexico,19.4805668,-99.2058279,868cef50-0341-42a1-b18b-91ac98296a20
Basa,Philippines,14.6430983,121.0219885,65e31897-f381-4a14-89d9-bec86a946d17
Bestöbe,Kazakhstan,52.5017027,73.0947195,1256e6a7-92e2-437e-8954-7a4945ddcc37
Yacheng,China,33.347316,120.16366,de5b2c93-e276-42ae-9e9a-0cecb7b0a668
Tulsa,United States,36.1964847,-95.8459341,97062a92-6474-4b87-b42a-0c60b00f0eba
Zhuangke,China,39.680811,122.967328,02d5c310-9775-430a-912d-931c178f3b60
Minle,China,38.430793,100.812859,dbbb14f3-3ebe-41b5-97c6-3a8fda253ec5
Zhongshan,China,22.517585,113.39277,5f97233e-027d-423c-b627-8978f5a0c970
Węgrzce Wielkie,Poland,50.0201,20.1093853,0caf0f87-969f-41d9-9256-593dec01c275
Cipanas,Indonesia,-6.7131574,107.0185123,8696005c-68f4-41bf-a8a5-cb53931712a1
Sioux Falls,United States,43.6,-96.7099999,a42a876a-642a-4b05-b553-33e05bb3e75f
Raniżów,Poland,50.2709514,22.0218252,1f2cd574-0f8e-48e2-aca3-26f2dc9230a2
Polzela,Slovenia,46.280897,15.0737321,8166d83e-cc9a-4817-a89c-286582ea998e
Lavras,Brazil,-21.2484875,-45.0013747,c09ad961-15a2-4001-b169-6ed62569bfd8
Napuro,Philippines,12.6679167,123.9881642,740c1f0c-63fd-4f4c-86bf-45a8206887c8
Aguasay,Venezuela,9.4234961,-63.7296742,26139bfd-a913-436c-a68a-6081e24a4396
Edinburgh,United Kingdom,55.9309486,-3.1859102,acf578e7-26a7-4a38-90b4-f5c0100e2444
Yumendong,China,39.8,97.9,cc2b8e78-9aad-4d0f-8c99-3355629e46dc
Noemuti,Indonesia,-9.5974717,124.4863567,45c1dea1-52d2-4369-abd8-abcd5845986e
Taraco,Peru,-15.2982834,-69.9818327,02401608-b3dd-4df5-b894-78fdf68c7a80
Jiaoshi,China,29.709214,107.606105,7ccaffab-576c-429e-9d15-59706f189e84
Sukamaju,Indonesia,-6.4185424,106.8502879,a0f05dec-52d4-4f7b-8546-d0a670a7c789
Las Matas de Farfán,Dominican Republic,18.8782625,-71.5036905,a80cd4e2-9b27-45a6-ba67-5c1c124dd2f8
Lubniewice,Poland,52.5187305,15.2372386,76744110-e397-43b8-88a3-5c112d6ab393
Mollās̄ānī,Iran,31.5825784,48.8875486,ef397d25-b5b6-404a-834f-d38b02222702
Rawson,Argentina,-37.9707308,-57.6258993,c74e3cb4-776b-4850-aafc-3a5faf46ca14
Ordzhonikidze,Kazakhstan,52.4397976,61.7405126,2e5fee84-8fd7-4860-948f-e7568b3722a1
Lanlacuni Bajo,Peru,-13.47751,-70.414047,3b04063b-e909-4ac8-b4ca-d82940692b4c
Metz,France,49.1199699,6.1650769,d59d61fb-bb8c-4a24-864e-ee7337b4ba86
Middelburg,South Africa,-31.4951912,25.0080443,05107a64-e9f5-43fa-b1eb-358e0799f398
Kingsport,United States,36.5804277,-82.5753842,b25d07c7-a991-4707-b07c-6d39b754933a
Zwierzyń,Poland,52.8266033,15.5780691,08e02ec6-54d0-47c2-8663-8f8a37476659
Jiguaní,Cuba,20.3650844,-76.4302771,3b67e734-9c3f-4395-9f2e-d4fa9dc0b037
Kouango,Central African Republic,4.9946855,19.982437,9d3c92f1-f85e-451a-b8ce-28694c7f1c0e
Bacolod,Philippines,14.4400324,121.0299296,3e041408-63ac-46b1-b36a-d067dedf6246
Pavlohrad,Ukraine,48.5294478,35.9032574,fdce86f4-4273-4766-92d4-75d8fb7fb567
